base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Llama-3.1-8B-Instruct	magicoder	43	scalar_e	metamath	68.91584533737681	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__scalar_e/metrics.json	0d55409ed9239da40df6d8904a86286b08fba0d469a0cd95a3982ebcaa51e4d9		new_energy_matched	b80fd640349f2092e1c6267912b96299e0aa8882b4c4eb4d87712c269c6480b7	2c59f0101f4700c8c0fd1e117c97020be686aa52f9ee6925d4a7414fd627afd6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__scalar_e
Llama-3.1-8B-Instruct	magicoder	43	scalar_e	tulu	57.67097966728281	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__scalar_e/metrics.json	f6d4a301626f9148b0277140887357f8adb55881ab76b0725b35f51b5fc5a43b		new_energy_matched	caa3764921035c03b92c64aad529bbabbdecf7b6f1efc974d971005eaa4ec3fc	e1c7b197a32a2b2c992cbfbb6251d045e6be62a840f4985a23b3138883fe4967	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__scalar_e
Llama-3.1-8B-Instruct	magicoder	43	scalar_e	commonsense	71.82350284070047	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__scalar_e/metrics.json	e9a0ac0e9f8c7b3a689f5fc29b6c257b1bd3b0c70573a12c230d4eb0ccf1d887		new_energy_matched	76403d3ea913326d78a0bbd101cdf456b150bdac1b4f6e5133c650f4d6974d34	8a9f0e46cdab01a5b82232f23cccf4c9c2cf92b61f6a720cb3cadb3cd27d2f65	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__scalar_e
Llama-3.1-8B-Instruct	metamath	43	scalar_e	magicoder	56.70731707317073	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__scalar_e/metrics.json	33d1ff6f4d86b32ff0475aaa9819a4b1802a779cf8ff3a54396b5d203a33a4da		new_energy_matched	30b0dbce878e54eb51ae00442a464c950ec5af94987d520f137989d418f9cad5	34350f9d74dc1adb3bf82bd4417ca06d56e71002b89eb53093315fc6d0aa720d	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__scalar_e
Llama-3.1-8B-Instruct	metamath	43	scalar_e	metamath	78.77179681576952	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed43__scalar_e/metrics.json	1037aa6ba68fbb4f2b3dabdf64ad48febbd0df5be83fba07a9423bdc72afcdb6		new_energy_matched	cc184532d2d2925772adfd0986b5c69a1605087fab1edb80f89f0b1716f7fb24	3703657ec2dfd7fa6af9aa7643329b0198b1e76d9cc800cfde3a2b47a796dca5	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed43__scalar_e
Llama-3.1-8B-Instruct	metamath	43	scalar_e	tulu	60.81330868761553	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed43__scalar_e/metrics.json	7b9a7e8026f58d77b7cce9b408c4c27f80f7bc6d6ff7f94cf230fa26972fb0b8		new_energy_matched	f99adab8b9c4ff1e2b2cd390f79060cb818327564913d0e6dc42b9f2269f286f	e11b2b950ffe0e7cb555e7d8c06cc9a3693227c704dd15aade08e492ab4cf0d6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed43__scalar_e
Llama-3.1-8B-Instruct	metamath	43	scalar_e	commonsense	70.90329984118723	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__scalar_e/metrics.json	fc6af331993c24ac52b3fd72fd1395a4a04c3e90608eab517de39cac1758ad9b		new_energy_matched	0cf78bef0574f43e593bc0f23d5c69b63b82d51f3020d9ca1cbb11dbbe3cc1e6	6127a1885b68033e9f17dda3602e1fd7c2a58c77f397500fd4ee66382b353c16	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__scalar_e
Llama-3.1-8B-Instruct	tulu	43	scalar_e	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__scalar_e/metrics.json	f1643d388ea93ad1cba23976a497be3af6622774fad7241b00d555b74b07accc		new_energy_matched	996245338ef0ae4809d5935252530ea727c654cae5a588acb678aebb54117dd8	fc6018f28148d6fc1ee86367148c59fffa286ac373394337baacdbd3d21deccc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__scalar_e
Llama-3.1-8B-Instruct	tulu	43	scalar_e	metamath	66.48976497346474	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed43__scalar_e/metrics.json	cf03211231ae0d78e0302c58fca86d52956b89fb45361d27227155b47ff8cec6		new_energy_matched	3df179a39a6db271502b6c1d58fd8fe9337dfa6af6ada5703752e1beeb905fe7	bfd0b0ba5f29cffec756b0268d9a8213ebd9b7dc187f24e87e1ee57906f5deee	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed43__scalar_e
Llama-3.1-8B-Instruct	tulu	43	scalar_e	tulu	63.58595194085028	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed43__scalar_e/metrics.json	53c90355a3f898b351019d44f65ea71fd08cc6004c12416b2b0a329a0c49065c		new_energy_matched	544ee638d8b8914b3759b24f16ec656d2a8b3a9e75e22611d90b33ea5d21710c	97996be1efb55cf2f586aee10e234ac3740bb5e550786c6273108a8315166763	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed43__scalar_e
Llama-3.1-8B-Instruct	tulu	43	scalar_e	commonsense	72.57880822157696	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__scalar_e/metrics.json	0ee9131564d498c4cda12c5ca95d6767ae7067b0c7b93b50c85b43a65339654c		new_energy_matched	36f6f496e23541e792d867486a747a70a3d794b2fab8603f53215329ca964bad	b60057b37f20c8b4876c1188d14f24242dad557249cf8c0c958537d55073b935	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__scalar_e
Llama-3.1-8B-Instruct	magicoder	44	scalar_e	magicoder	59.756097560975604	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__scalar_e/metrics.json	28bdab4210255a32a7a9e8dd186ff1469239e62434ebea0894f17df00be9d34c		new_energy_matched	2ec4c5d0df3873e39c65305d4c1bbdc0fadbb82a17a4ce6a8f6970897078e5bb	9aca584d9f64018e711d3131036623c955164945d3d375dfa01d39fdbb5b4646	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__scalar_e
Llama-3.1-8B-Instruct	magicoder	44	scalar_e	metamath	70.81122062168309	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__scalar_e/metrics.json	d7258a8e33ee4fb5837456eb31518d1f6e826ecbf1af0984ba8cab0e584d55c9		new_energy_matched	1d26ef9c8975891192bafb88efae561cb9f886628d6429c823143f0154abd9f3	844a56c1e2aab54abb850f2158f431ace31dc1132696067cf0be9995d70bc9bc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__scalar_e
Llama-3.1-8B-Instruct	magicoder	44	scalar_e	tulu	58.59519408502772	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__scalar_e/metrics.json	c7497e6532fccd8089557904542c91458b91d5b925513f5a546187439ff61df4		new_energy_matched	c0f5242dfa21024fb688669504316672ff9329b13a9fc14a81e75034e301ae2c	253d69eeee9c4234548d6aa64e4e8e62dfc506f1499d86de43cf662547401f1e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__scalar_e
Llama-3.1-8B-Instruct	magicoder	44	scalar_e	commonsense	71.75506073844721	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__scalar_e/metrics.json	d50445afca9f0d6393c4d223594ebf69c4350b7da6160c1bd38010dae7689ab5		new_energy_matched	75673beb482a7a14692e9bfc45a92fd7c285d090921469c7a30d52b698a4da78	4c1cea33329e58e46730a875a02512996b511b1a742a0561123fab237b7de393	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__scalar_e
Llama-3.1-8B-Instruct	metamath	44	scalar_e	magicoder	57.3170731707317	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__scalar_e/metrics.json	13bf298e0e028761b5f50de1a2f2acc2001745449825e990519b08a66aef4761		new_energy_matched	1c6f948a6c6b3bed4a598fc7e387170ad50484c5faf1391769a17ecff3397c9d	f084f0512bb37bdb3451446a820da5c75839d98b45ac2af857f3c4ec770faba4	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__scalar_e
Llama-3.1-8B-Instruct	metamath	44	scalar_e	metamath	78.84761182714178	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed44__scalar_e/metrics.json	0df2598b26a5047bdc84773e06ca44f48035c81df07d36921d431b5e3afc4fd9		new_energy_matched	ae05e5306b78ee1f71162ea16ba4f35da6fc6a99960206314ce5861ee3b143f7	9472bfd71aaad35ac95312f7bb386b423f5c359b8977c7c1538b9d11d2625731	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed44__scalar_e
Llama-3.1-8B-Instruct	metamath	44	scalar_e	tulu	60.62846580406654	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed44__scalar_e/metrics.json	54aa6bf3f6676bb2704f3d24bbad790261848a5f375faeb5f0c17ee7e907d909		new_energy_matched	d901aa7825c1f9d55f7fd4d8c9df1119690e742a4da24f00374958028d9ab8b4	c5fb8e1fe2f3a6a717cd2ee2a910da6d50ecec77f7694cff73810e27c65f53a7	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed44__scalar_e
Llama-3.1-8B-Instruct	metamath	44	scalar_e	commonsense	71.20740707200838	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__scalar_e/metrics.json	f8649a840ec1090f3d00d28cf47b7d1d533f34f99c97be79f6fa89aed54b8c51		new_energy_matched	3ef050d8b39f97af2e57cd569224aa3fe67145e532790ab333923374f4a16410	28b0463ceb42877c016f73ead1501e927cc6eb7f078f4b63e98134a4c1e3bde6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__scalar_e
Llama-3.1-8B-Instruct	tulu	44	scalar_e	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__scalar_e/metrics.json	70a83097c04fadf8dce3103c4cbc391e39df55a677a4191c51ac6e72bf065093		new_energy_matched	32bb309b12b1e371255473cc2234c72be8093c2872826cfaf0bda6a9d74ad8ed	271e8c53ee6ff0f29345354f6d63fcc6ce0e829169c49c65c48a2b591bb4dde9	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__scalar_e
Llama-3.1-8B-Instruct	tulu	44	scalar_e	metamath	66.79302501895376	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed44__scalar_e/metrics.json	aac51b78bdcfb1f70a02efd3183e2da24d9f7f0a4416ec46714b3d65afdf617a		new_energy_matched	556a978055d5d9292febe4321fb0885a87320230a69eeb9e6268d9eb41d6aed8	d9dbd64a49ab1bccd5cd5cf308528230246d95c6c742d31b7b295c95bae8a112	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed44__scalar_e
Llama-3.1-8B-Instruct	tulu	44	scalar_e	tulu	63.95563770794824	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed44__scalar_e/metrics.json	04a7e10b6a72d9a78d830685e8ccd7b7c3a256a9b706177971b6b3c00792abb3		new_energy_matched	dbf5ab7eb177a71a12b9582265604bc3c8b0d287b8e3c63aac2ebc6f7eeb4721	df0697fcd1b67af542ad98684d3d729f6f1f8ad4bb536bd88fbde3105ac79ad0	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed44__scalar_e
Llama-3.1-8B-Instruct	tulu	44	scalar_e	commonsense	72.2183703607304	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__scalar_e/metrics.json	45118570b72328c7916190300f690fc161d9f594b06de90264f73dcc50852fb1		new_energy_matched	14adf7baa848c88954550c5f780813818b424f8bd24da52690b21b6439f43454	81000b030cd59e22b9402cf16d1b7b610c9de63899515cacbffeaa2ff7378163	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__scalar_e
Llama-3.1-8B-Instruct	magicoder	42	flat_e	magicoder	53.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_e/metrics.json	a653d075eb4b0f023bd687c366fecaba8653d8e1c94f386d9151e4e47382df48		new_energy_matched	dda63feedf6dd3596cdef1abbc6ba89f9a58d68687ed80b25ca8a86b5292afb9	66e6db2b9bae276b8a8f6537b9c6da568279a189b62db0f81908efe94fb3f441	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_e
Llama-3.1-8B-Instruct	magicoder	42	flat_e	metamath	62.77482941622441	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_e/metrics.json	785058da24a344aee7d9ab0aa2570dbaef07ada368e58683cf52757d5cdf9199		new_energy_matched	f79fd693215e33549b7017e2e776860d0689a9b342f48efc5c6eeb658555837e	132d3309c23881ba8b1f11749c5ad7eff8ee5449b267159c7c4d98dcc9a1e074	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_e
Llama-3.1-8B-Instruct	magicoder	42	flat_e	tulu	59.88909426987061	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_e/metrics.json	359a04a4040505a0c9e3f16c9d66af5f381098665f73e4c5f7abaef7ee2d4692		new_energy_matched	7dce8cbfe22174778ec0728b75ccd399f3ed6bb3f1eab12f5992c5f7f2fabb63	4266574f7d0efc4d1152383454dadbbf52c77f45e0ad9c8ecc6502cacadb82f3	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_e
Llama-3.1-8B-Instruct	magicoder	42	flat_e	commonsense	70.43958936598719	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_e/metrics.json	04b214cb3f25e9d8f7d0a0d7753ea7bc86313066139447ee47c6f97a683281e2		new_energy_matched	c7de82d82b7e2fa62b28d6f9774d888a2527b870034012d869140d96cb65852b	54504ceeb3645a7c36b27a2eeacd6d8a6b89c71ee4b768a879e50ede25217cfe	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_e
Llama-3.1-8B-Instruct	metamath	42	flat_e	magicoder	60.97560975609756	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_e/metrics.json	44d956982a4e0c06d0241289bda0b3b1df13c631b81b42faa2fc4634d7ab1e18		new_energy_matched	ca346f03627f7353566d85dfe2099597688c4918e8805c8307e5af685cc9f414	7edd043f959931e23936e59798de8c39a6c562c412c6048e82041a3d6b7a766b	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_e
Llama-3.1-8B-Instruct	metamath	42	flat_e	metamath	80.97043214556481	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_e/metrics.json	004b2f474fa374af1130509f0fa9073c855980c05fc26d563f8a337a6fd0abd2		new_energy_matched	0d403a08098a4f1ba6ac2116d5929db2836e5e2e7de7a5561ec25f353ef355bb	7dac8a2ae07694d704d587648b354f98f7a3ee48a38322ab0edac148f906dc00	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_e
Llama-3.1-8B-Instruct	metamath	42	flat_e	tulu	57.116451016635864	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_e/metrics.json	93b2dd4608a2b326bfa79f209ba74d3c1c7d6e23616b650a68ac5bc363196f26		new_energy_matched	194442917b9df63d3dc2146a96f3b72538480762ac66fff4d4d9ecf437c04e4a	2a09d93f9e6242ccd218fc0f17d251737c6e317de0d953689949fe9c52764d9f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_e
Llama-3.1-8B-Instruct	metamath	42	flat_e	commonsense	69.68187950197694	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_e/metrics.json	edb155e74da9c888c8f5bb15ed0974eb5f0bc8ab634933664459babf327bb624		new_energy_matched	279e9cf17822ddff676f497e3b88dd1f45e8bb036bf979bfd6f66ba27bab8c22	209ecce4a4593f5af5e9f19ca7ffe82fb4751740457adb509b5c13244f434e67	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_e
Llama-3.1-8B-Instruct	tulu	42	flat_e	magicoder	60.97560975609756	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_e/metrics.json	f9d0f16de55b454e2781b633cc82eb9e2f133aa9ed920ccbde3a9df646447612		new_energy_matched	85f473747b2df4caf327b2f87ac6b89bff00d979ce57bace27f4fe2de6972dea	42b7bc1d7e7422fbf6c8eb8ad9dc91b3bc56bfe61b3ee7d1a6ee5fb37a429e25	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_e
Llama-3.1-8B-Instruct	tulu	42	flat_e	metamath	66.565579984837	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_e/metrics.json	1e62fa68d7a2d22602c951f8fdd45ceb02fa7ecdf25d5fa1ac574d77ab19fc56		new_energy_matched	46277853911401a052779aa9ec1e95ec0235337170bd1f0fd2a60e0e7b51c15c	9d3a90f674017b97385d2b4df07f91a3b2daf52deb056b8b13210947f9a85e97	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_e
Llama-3.1-8B-Instruct	tulu	42	flat_e	tulu	64.69500924214418	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_e/metrics.json	d261ddf134ddb13c5e2b592da2783c5cb845d84c0690ba946286cab4d9554e25		new_energy_matched	513383703e24809aef5f3bf8d2efcb3167f92c26d0892a8049cde60909cb923c	b2a7a95396202de7ba6a808d0f6ec7a3311603879f383e06fa1cfe0c59bda2f8	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_e
Llama-3.1-8B-Instruct	tulu	42	flat_e	commonsense	70.43021286661336	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_e/metrics.json	0ce438346e28553c9ec76509cb8778fd7180ac06e9be315af89e7a47613dd117		new_energy_matched	8086c444575f24f1ff9e34d52393c19c7898492e1f136c9c69105b13a4fc8626	9a2d7eb57c7c2edf005fd0bf7ec200dffc3a4ab797c1f6244d8058d255ba1cf9	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_e
Llama-3.1-8B-Instruct	magicoder	43	flat_e	magicoder	57.92682926829268	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_e/metrics.json	e3f0c01876661522020a50e0e1e9e2c40fea5745a62bfd5ff4e9ae23e18ecc6d		new_energy_matched	989da0787ab3e803474d70dc0e033403e4ce5f6532a9d0bca82afa3dc846ca95	ac56f44c1adb12f93570e5f907e0eb90cd7b8b55f1c62c5ee09659977ed28b12	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_e
Llama-3.1-8B-Instruct	magicoder	43	flat_e	metamath	67.70280515542078	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_e/metrics.json	0d7ac797ef5d8c40d6da772da8257f4eb52e178143c778807236732006230906		new_energy_matched	8faf404de037f4b8a1974c8e6f6b6dbee3f67701f6315ba6b68c61e8b29f3dfd	08c0b19bce7587e0ebccb31035569348a2da3627d1d7a5f9a67fb2332dac93d6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_e
Llama-3.1-8B-Instruct	magicoder	43	flat_e	tulu	58.41035120147874	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_e/metrics.json	72bad10e379de5c9945d5ec11b97f46477dabd5e3dbeac066ec7dec4f842e2a6		new_energy_matched	b9f6a8d95954451eabeb453e5a88d37bc627a019453e0035d97efb9cabffbab2	bee1e05bb1430542193b236f5304e47c03c569a7b2bc6ab0dfc4fde3e08a089e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_e
