base	train_task	seed	method	eval_task	score	samples	primary_metric	metrics_path	predictions_path
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	tulu	59.88909426987061	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	tulu	48.24399260628466	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	tulu	56.74676524953789	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	original_lora	tulu	56.931608133086876	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_fro	tulu	58.225508317929766	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	tulu	60.62846580406654	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	dg_hard	tulu	56.931608133086876	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	tulu	60.81330868761553	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	original_lora	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_fro	tulu	64.87985212569316	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	tulu	64.51016635859519	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	dg_hard	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	tulu	65.24953789279112	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	original_lora	tulu	49.72273567467653	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	tulu	57.48613678373382	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	tulu	57.116451016635864	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	tulu	49.72273567467653	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	tulu	57.301293900184845	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	original_lora	tulu	59.14972273567468	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_fro	tulu	59.51940850277264	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	tulu	60.0739371534196	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	dg_hard	tulu	59.14972273567468	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	tulu	62.10720887245841	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	original_lora	tulu	63.03142329020333	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_fro	tulu	64.32532347504622	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	tulu	65.06469500924214	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	dg_hard	tulu	63.03142329020333	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	tulu	64.87985212569316	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	base		base	commonsense	71.40397244310445	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/base/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/base/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	original_lora	commonsense	69.0829702646439	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	commonsense	69.99725548556808	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	commonsense	70.33874995842602	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	commonsense	69.0829702646439	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	commonsense	70.36945852828445	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	original_lora	commonsense	65.02889136457506	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_fro	commonsense	69.03781737794176	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	commonsense	69.65298382835545	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	dg_hard	commonsense	65.02889136457506	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	commonsense	69.64860256601634	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	original_lora	commonsense	71.28541917604147	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_fro	commonsense	70.80540179401015	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	commonsense	70.3908298267691	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	dg_hard	commonsense	71.28541917604147	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	commonsense	70.44766092504871	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	original_lora	commonsense	71.02317788513571	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	commonsense	72.3630279514892	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	commonsense	72.10505788704158	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	commonsense	71.02317788513571	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	commonsense	72.15173982130725	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	original_lora	commonsense	63.75031147733561	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_fro	commonsense	70.93811894832544	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	commonsense	71.81767091664899	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	dg_hard	commonsense	63.75031147733561	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	commonsense	71.80530228864271	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	original_lora	commonsense	73.79171099509362	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__original_lora/predictions.jsonl
